District ID,District Name,School ID,School Name,Principal,Grades,School Type,County,Student Enrollment,Ever English Learners,Languages Spoken,Students with Disabilities,Free/Reduced Priced Lunch,Required Immunizations,Teachers,Educational Assistants,Counselors,Average Teacher Turnover Rate,Teacher Experience,Same Principal in the Last 3 Years,Class Size,Class Size Change from Last Year,Class Size Change Value,Oregon Class Size Average,Regular Attenders,Regular Attenders Change from Last Year,Regular Attenders Change Value,Oregon Regular Attenders Average,Individual Student Progress,English Language Arts,ELA Change from Last Year,ELA Change Value,Oregon ELA Average,Mathematics,Mathematics Change from Last Year,Mathematics Change Value,Oregon Mathematics Average,On-Track to Graduate,On-Track to Graduate Change from Last Year,On-Track to Graduate Change Value,Oregon On-Track to Graduate Average,On-Time Graduation,On-Time Graduation Change from Last Year,On-Time Graduation Change Value,Oregon On-Time Graduation Average,Five-Year Completion,Five-Year Completion Change from Last Year,Five-Year Completion Change Value,Oregon Five-Year Completion Average,College Going,College Going Change from Last Year,College Going Change Value,Oregon College Going Average
2102,Sweet Home SD 55,663,Hawthorne Elementary School,Barbi Riggs,Grade(s) K-6,E,Linn,348,*,3,25%,>95%,94%,19,17,1,19%,80%,No,22.5,Decrease,1,25,87%,Decrease,2%,80%,High,49%,Increase,6%,51%,40%,Increase,7%,42%,,,,,,,,,,,,,,,,
2102,Sweet Home SD 55,664,Holley Elementary School,Todd Barrett,Grade(s) K-6,E,Linn,147,*,2,15%,>95%,96%,8,5,<1,19%,70%,Yes,21,Decrease,1,25,89%,Increase,8%,80%,Average,38%,Decrease,9%,51%,28%,Decrease,1%,42%,,,,,,,,,,,,,,,,
2102,Sweet Home SD 55,666,Oak Heights Elementary School,Josh Dargis,Grade(s) K-6,E,Linn,290,*,2,22%,>95%,93%,16,11,0,15%,67%,Yes,22,Decrease,2,25,83%,Increase,3%,80%,Average,39%,Increase,8%,51%,31%,Increase,9%,42%,,,,,,,,,,,,,,,,
2102,Sweet Home SD 55,4484,Sweet Home Charter School,Tavia Thornton,Grade(s) K-6,E,Linn,136,*,1,13%,>95%,92%,9,8,0,21%,50%,Yes,20,Increase,4,25,86%,Increase,1%,80%,High,44%,Decrease,8%,51%,53%,Increase,4%,42%,,,,,,,,,,,,,,,,
2102,Sweet Home SD 55,669,Sweet Home High School,Ralph Brown,Grade(s) 9-12,H,Linn,661,*,3,18%,49%,96%,39,12,2,21%,62%,Yes,24,Decrease,1,25,67%,Increase,6%,80%,,,,,,,,,,88%,Increase,11%,85%,71%,No Change,,79%,81%,No Change,,85%,47%,Decrease,7%,62%
2102,Sweet Home SD 55,668,Sweet Home Junior High School,Colleen Henry,Grade(s) 7-8,M,Linn,345,*,4,21%,59%,93%,19,11,1,25%,50%,Yes,23,No Change,,25,79%,Increase,6%,80%,Average,41%,Decrease,5%,55%,27%,Decrease,7%,40%,,,,,,,,,,,,,,,,
2055,Three Rivers/Josephine County SD,402,Applegate Elementary School,Steven Fuller,Grade(s) K-8,E,Josephine,104,*,5,14%,30%,71%,5,5,0,23%,100%,No,22,Increase,2,25,84%,Increase,6%,80%,Average,69%,Increase,1%,52%,42%,Decrease,7%,41%,,,,,,,,,,,,,,,,
2055,Three Rivers/Josephine County SD,443,Evergreen Elementary School,David Regal,Grade(s) K-4,E,Josephine,389,*,3,17%,>95%,80%,17,16,0,12%,76%,Yes,25,No Change,,25,78%,Increase,13%,80%,High,40%,Decrease,4%,49%,30%,Decrease,1%,46%,,,,,,,,,,,,,,,,
2055,Three Rivers/Josephine County SD,444,Fleming Middle School,Lori Higgins,Grade(s) 6-8,M,Josephine,414,*,6,13%,16%,91%,16,9,1,15%,81%,No,28,Increase,2,25,85%,No Change,,80%,Average,54%,Decrease,5%,54%,35%,Decrease,2%,39%,,,,,,,,,,,,,,,,
2055,Three Rivers/Josephine County SD,445,Fruitdale Elementary School,Heather Yount,Grade(s) K-5,E,Josephine,389,<5%,7,10%,>95%,93%,17,8,0,10%,78%,Yes,23.5,No Change,,25,87%,Increase,6%,80%,High,70%,Increase,7%,51%,61%,Increase,15%,43%,,,,,,,,,,,,,,,,
2055,Three Rivers/Josephine County SD,446,Ft Vannoy Elementary School,Alicia Timbs,Grade(s) K-5,E,Josephine,245,*,4,9%,>95%,92%,11,7,0,15%,73%,No,22,Decrease,3,25,88%,Increase,1%,80%,Average,47%,Increase,5%,51%,26%,Increase,4%,43%,,,,,,,,,,,,,,,,
2055,Three Rivers/Josephine County SD,455,Hidden Valley High School,Damian Crowson,Grade(s) 9-12,H,Josephine,562,<5%,5,8%,20%,89%,23,9,2,18%,77%,No,22,Decrease,1,25,82%,No Change,,80%,,,,,,,,,,82%,Decrease,5%,85%,77%,Increase,7%,79%,87%,Increase,6%,85%,58%,Increase,3%,62%
2055,Three Rivers/Josephine County SD,456,Illinois Valley High School,Tanner Smith,Grade(s) 9-12,H,Josephine,303,*,7,12%,>95%,86%,17,6,1,10%,83%,Yes,17,No Change,,25,68%,Increase,1%,80%,,,,,,,,,,76%,Increase,15%,85%,74%,Increase,8%,79%,74%,Decrease,2%,85%,48%,No Change,,62%
2055,Three Rivers/Josephine County SD,448,Lincoln Savage Middle School,Mark Higgins,Grade(s) 6-8,M,Josephine,384,*,5,14%,>95%,92%,14,9,1,14%,94%,Yes,29,Decrease,1,25,82%,Decrease,1%,80%,Average,53%,Decrease,9%,54%,34%,Increase,2%,39%,,,,,,,,,,,,,,,,
2055,Three Rivers/Josephine County SD,449,Lorna Byrne Middle School,Scott Polen,Grade(s) 5-8,M,Josephine,319,*,5,15%,>95%,83%,13,12,0,31%,77%,Yes,22.5,Decrease,3,25,73%,Decrease,2%,80%,Low,31%,Decrease,8%,54%,19%,Decrease,3%,39%,,,,,,,,,,,,,,,,
2055,Three Rivers/Josephine County SD,450,Madrona Elementary School,Kellie Lovell,Grade(s) K-5,E,Josephine,333,*,6,14%,>95%,86%,17,15,0,19%,94%,No,20,Decrease,4,25,83%,Increase,2%,80%,Average,52%,Increase,3%,51%,44%,Increase,1%,43%,,,,,,,,,,,,,,,,
2055,Three Rivers/Josephine County SD,451,Manzanita Elementary School,Renee Hults,Grade(s) K-5,E,Josephine,386,*,6,17%,>95%,91%,19,23,0,21%,78%,Yes,20.5,Decrease,1,25,84%,No Change,,80%,High,49%,Increase,7%,51%,41%,Increase,10%,43%,,,,,,,,,,,,,,,,
2055,Three Rivers/Josephine County SD,457,North Valley High School,Erik Lathen,Grade(s) 9-12,H,Josephine,439,*,4,12%,18%,93%,22,10,1,11%,82%,No,23,Decrease,2,25,83%,Decrease,1%,80%,,,,,,,,,,91%,Increase,8%,85%,74%,Increase,8%,79%,79%,Increase,3%,85%,44%,Decrease,8%,62%
2055,Three Rivers/Josephine County SD,4823,Sunny Wolf Charter School,Jody Hoffmann,Grade(s) K-5,E,Josephine,109,*,2,12%,>95%,83%,6,9,0,11%,100%,Yes,18,Increase,1,25,64%,Decrease,10%,80%,High,65%,Increase,12%,51%,52%,Increase,3%,43%,,,,,,,,,,,,,,,,
2055,Three Rivers/Josephine County SD,453,Williams Elementary School,Steven Fuller,Grade(s) K-5,E,Josephine,73,*,3,*,>95%,70%,3,4,0,30%,75%,No,22,Decrease,2,25,81%,Increase,10%,80%,High,54%,Decrease,6%,51%,54%,Increase,21%,43%,,,,,,,,,,,,,,,,
2055,Three Rivers/Josephine County SD,5063,Woodland Charter School,Wensdae Davis,Grade(s) 1-8,E,Josephine,176,*,2,10%,19%,31%,12,3,0,26%,67%,No,24,Increase,3,25,63%,Increase,3%,80%,Average,38%,Decrease,2%,52%,14%,Decrease,4%,41%,,,,,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,4364,Alberta Rider Elementary School,Rory Moore,Grade(s) K-5,E,Washington,542,12%,22,9%,20%,95%,28,9,0,9%,80%,Yes,23,Decrease,2,25,86%,Decrease,3%,80%,High,70%,Decrease,6%,51%,68%,Decrease,5%,43%,,,,,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,1135,Bridgeport Elementary School,Jordan Mills,Grade(s) K-5,E,Washington,547,34%,15,10%,46%,96%,31,12,1,21%,60%,No,26,No Change,,25,89%,No Change,,80%,High,49%,Increase,4%,51%,46%,Increase,7%,43%,,,,,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,1136,Charles F Tigard Elementary School,Ryan Blasquez,Grade(s) K-5,E,Washington,472,17%,12,11%,39%,93%,26,9,0,9%,86%,Yes,26,Increase,2,25,92%,Increase,2%,80%,Average,61%,Decrease,2%,51%,60%,Increase,2%,43%,,,,,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,1369,Deer Creek Elementary School,Jarvis Gomes,Grade(s) K-5,E,Washington,605,21%,20,9%,36%,93%,31,10,1,16%,78%,Yes,26,Increase,1,25,85%,Increase,1%,80%,High,62%,Increase,3%,51%,53%,Increase,1%,43%,,,,,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,2714,Durham Center,Russ Romas,Grade(s) 6-12,H,Washington,165,32%,9,18%,>95%,98%,13,<1,2,31%,94%,No,6,No Change,,25,43%,Decrease,13%,80%,,,,,,,,,,,Unavailable,,85%,36%,Decrease,15%,79%,61%,Decrease,2%,85%,58%,Increase,19%,62%
2242,Tigard-Tualatin SD 23J,1138,Durham Elementary School,Rhett Boudreau,Grade(s) K-5,E,Washington,572,22%,23,8%,37%,93%,28,9,0,9%,93%,Yes,26,Decrease,1,25,90%,Increase,1%,80%,High,65%,Decrease,1%,51%,62%,Increase,2%,43%,,,,,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,1142,Edward Byrom Elementary School,Matt Coleman,Grade(s) K-5,E,Washington,552,10%,15,11%,20%,93%,29,8,<1,15%,83%,Yes,23,Decrease,1,25,93%,Increase,2%,80%,Average,72%,No Change,,51%,57%,Decrease,4%,43%,,,,,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,1300,Hazelbrook Middle School,Tim Gross,Grade(s) 6-8,M,Washington,978,27%,29,11%,34%,98%,47,7,2,11%,88%,No,26,Increase,1,25,86%,Decrease,1%,80%,Average,63%,Decrease,4%,54%,45%,Decrease,3%,39%,,,,,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,1139,James Templeton Elementary School,Carrie Ferguson,Grade(s) K-5,E,Washington,555,19%,17,12%,45%,93%,27,10,0,11%,89%,Yes,25,Decrease,1,25,88%,Increase,2%,80%,Low,56%,Decrease,4%,51%,44%,Decrease,1%,43%,,,,,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,1137,Mary Woodward Elementary School,Jerry Nihill,Grade(s) K-5,E,Washington,580,9%,18,9%,18%,91%,29,8,0,12%,94%,Yes,25,Decrease,3,25,88%,Decrease,1%,80%,Average,69%,Decrease,7%,51%,70%,Increase,1%,43%,,,,,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,1140,Metzger Elementary School,Jessica Swindle,Grade(s) K-5,E,Washington,633,32%,25,11%,>95%,94%,33,16,1,19%,83%,Yes,26,Increase,1,25,85%,Decrease,2%,80%,Average,39%,Decrease,4%,51%,33%,Decrease,2%,43%,,,,,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,3579,Multi-sensory Instruction Teaching Children Hands-On (MITCH),Melissa Meyer,Grade(s) K-8,E,Washington,218,6%,11,7%,6%,86%,15,0,0,15%,56%,Yes,20.5,Increase,2,25,82%,Decrease,6%,80%,High,57%,Decrease,4%,52%,57%,Decrease,8%,41%,,,,,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,1144,Thomas R Fowler Middle School,Andrew Van Fleet,Grade(s) 6-8,M,Washington,843,25%,22,13%,35%,96%,39,9,2,9%,90%,Yes,27,Increase,1,25,83%,Decrease,1%,80%,Average,57%,Decrease,2%,54%,49%,Increase,1%,39%,,,,,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,1146,Tigard High School,Brian Bailey,Grade(s) 9-12,H,Washington,1767,26%,41,10%,29%,97%,92,15,6,13%,90%,Yes,25,Decrease,2,25,65%,Decrease,1%,80%,,,,,,,,,,93%,Increase,2%,85%,89%,Increase,4%,79%,92%,No Change,,85%,75%,Decrease,1%,62%
2242,Tigard-Tualatin SD 23J,1143,Tualatin Elementary School,Jamie Kingery,Grade(s) K-5,E,Washington,482,20%,15,13%,42%,96%,26,11,0,6%,96%,Yes,25,Increase,3,25,90%,Increase,1%,80%,Average,56%,Decrease,9%,51%,48%,Decrease,9%,43%,,,,,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,1301,Tualatin High School,Michael Dellerba,Grade(s) 9-12,H,Washington,1873,22%,33,8%,24%,97%,90,11,6,9%,91%,No,27,No Change,,25,67%,Decrease,1%,80%,,,,,,,,,,92%,No Change,,85%,92%,Increase,3%,79%,93%,Decrease,3%,85%,73%,Increase,2%,62%
2242,Tigard-Tualatin SD 23J,1145,Twality Middle School,Andrew Kearl,Grade(s) 6-8,M,Washington,1039,22%,30,11%,32%,97%,48,7,2,16%,82%,No,26,No Change,,25,84%,Decrease,3%,80%,Average,65%,Decrease,4%,54%,53%,Decrease,1%,39%,,,,,,,,,,,,,,,,
2197,Tillamook SD 9,1012,East Elementary School,David Miller,Grade(s) 4-6,E,Tillamook,546,12%,6,14%,44%,95%,27,18,1,34%,57%,No,27,Decrease,2,25,86%,Decrease,5%,80%,Average,51%,Increase,5%,53%,37%,Increase,7%,40%,,,,,,,,,,,,,,,,
2197,Tillamook SD 9,1013,Liberty Elementary School,Rachel Williamson,Grade(s) K-1,E,Tillamook,325,14%,4,19%,54%,94%,18,13,<1,17%,79%,Yes,25,Decrease,3,25,78%,Increase,2%,80%,*,,Unavailable,,,,Unavailable,,,,,,,,,,,,,,,,,,
2197,Tillamook SD 9,1014,South Prairie Elementary School,Karen Thenell,Grade(s) 2-3,E,Tillamook,325,13%,4,18%,53%,95%,18,14,<1,14%,89%,Yes,27,Decrease,1,25,82%,Decrease,2%,80%,*,34%,Decrease,11%,47%,34%,Decrease,5%,47%,,,,,,,,,,,,,,,,
2197,Tillamook SD 9,1017,Tillamook High School,Christy Hartford,Grade(s) 9-12,H,Tillamook,652,18%,8,13%,40%,97%,36,14,2,19%,71%,Yes,24,Decrease,1,25,72%,Decrease,1%,80%,,,,,,,,,,85%,Increase,4%,85%,84%,Increase,8%,79%,86%,Increase,2%,85%,58%,Increase,7%,62%
2197,Tillamook SD 9,1016,Tillamook Junior High School,Melissa Radcliffe,Grade(s) 7-8,M,Tillamook,358,19%,5,10%,43%,95%,18,9,1,25%,79%,Yes,24,Decrease,3,25,79%,Decrease,5%,80%,High,51%,Decrease,1%,55%,36%,Decrease,2%,40%,,,,,,,,,,,,,,,,
2222,Troy SD 54,1092,Troy Elementary School,Karen Patton,Grade(s) K-8,E,Wallowa,2,*,1,*,*,*,1,0,0,0%,100%,No,1,Unavailable,,25,*,Unavailable,,80%,*,,Unavailable,,52%,,Unavailable,,41%,,,,,,,,,,,,,,,,
2210,Ukiah SD 80R,3432,Ukiah School,Norma Barber,Grade(s) K-12,H,Umatilla,36,*,8,*,*,75%,5,<1,0,6%,100%,No,7,No Change,,25,90%,Increase,15%,80%,,,,,,,,,,,Unavailable,,85%,100%,Increase,25%,79%,100%,No Change,,85%,,Unavailable,,62%
2204,Umatilla SD 6R,1031,Clara Brownell Middle School,Dawn Guentert,Grade(s) 6-8,M,Umatilla,341,57%,3,10%,>95%,99%,18,5,<1,26%,47%,No,23,Increase,1,25,82%,Increase,1%,80%,Average,33%,Decrease,3%,54%,12%,Decrease,1%,39%,,,,,,,,,,,,,,,,
2204,Umatilla SD 6R,1032,McNary Heights Elementary School,Rick Cotterell,Grade(s) K-5,E,Umatilla,644,60%,3,10%,>95%,99%,44,18,2,17%,61%,Yes,21.5,Increase,1,25,75%,Decrease,2%,80%,Low,24%,Increase,3%,51%,28%,Increase,2%,43%,,,,,,,,,,,,,,,,
2204,Umatilla SD 6R,1033,Umatilla High School,Bob Lorence,Grade(s) 9-12,H,Umatilla,384,53%,4,11%,>95%,99%,22,11,1,26%,58%,Yes,21,Decrease,1,25,82%,Increase,5%,80%,,,,,,,,,,94%,Decrease,>1%,85%,84%,Increase,2%,79%,86%,Increase,2%,85%,49%,Increase,9%,62%
2213,Union SD 5,1074,Union Elementary School,Chris Dunlap,Grade(s) K-6,E,Union,188,*,1,12%,53%,93%,8,5,0,8%,75%,No,26.5,Increase,2,25,80%,Increase,4%,80%,High,53%,Increase,11%,51%,48%,Increase,1%,42%,,,,,,,,,,,,,,,,
2213,Union SD 5,1075,Union High School,Carter Wells,Grade(s) 7-12,H,Union,171,*,1,9%,33%,79%,11,1,0,6%,82%,No,*,Unavailable,,,80%,Increase,1%,80%,,,,,,,,,,83%,Decrease,1%,85%,100%,Increase,7%,79%,96%,Decrease,4%,85%,48%,Increase,4%,62%
2116,Vale SD 84,701,Vale Elementary School,Alisha McBride,Grade(s) K-6,E,Malheur,444,13%,5,15%,>95%,98%,23,22,<1,9%,87%,No,18,No Change,,25,85%,Increase,1%,80%,Average,49%,Decrease,5%,51%,35%,Decrease,1%,42%,,,,,,,,,,,,,,,,
2116,Vale SD 84,713,Vale High School,Mary Jo Sharp,Grade(s) 9-12,H,Malheur,254,15%,6,12%,>95%,97%,18,4,<1,10%,83%,Yes,16,Increase,1,25,60%,Decrease,14%,80%,,,,,,,,,,96%,Increase,>3%,85%,93%,Increase,15%,79%,96%,Increase,12%,85%,59%,Decrease,3%,62%
2116,Vale SD 84,1357,Vale Middle School,Jeri Schaffeld,Grade(s) 7-8,M,Malheur,112,13%,4,11%,>95%,96%,7,0,<1,10%,100%,Yes,18,Increase,2,25,78%,Increase,5%,80%,High,67%,Increase,12%,55%,32%,Decrease,4%,40%,,,,,,,,,,,,,,,,
2116,Vale SD 84,706,Willowcreek Elementary School,Todd Shaffer,Grade(s) 1-8,E,Malheur,94,*,1,14%,>95%,91%,4,4,<1,17%,100%,No,18,Increase,1,25,92%,Increase,7%,80%,High,78%,Increase,4%,52%,55%,Increase,1%,41%,,,,,,,,,,,,,,,,
1947,Vernonia SD 47J,176,Mist Elementary School,Aaron Miller,Grade(s) K-5,E,Columbia,20,*,2,*,*,81%,1,1,0,0%,100%,Yes,20,Increase,2,25,85%,Increase,2%,80%,*,,Unavailable,,51%,,Unavailable,,43%,,,,,,,,,,,,,,,,
1947,Vernonia SD 47J,177,Vernonia Elementary School,Aaron Miller,Grade(s) K-5,E,Columbia,206,*,3,17%,40%,90%,11,7,1,22%,83%,Yes,27,Increase,1,25,87%,Increase,14%,80%,Average,32%,Decrease,3%,51%,29%,Decrease,7%,43%,,,,,,,,,,,,,,,,
1947,Vernonia SD 47J,178,Vernonia High School,Nate Underwood,Grade(s) 9-12,H,Columbia,172,*,10,20%,37%,93%,10,8,<1,22%,64%,Yes,17.5,Decrease,1,25,61%,Decrease,2%,80%,,,,,,,,,,50%,Decrease,29%,85%,86%,Increase,1%,79%,85%,Decrease,6%,85%,59%,Increase,3%,62%
1947,Vernonia SD 47J,4396,Vernonia Middle School,Nate Underwood,Grade(s) 6-8,M,Columbia,118,*,3,28%,51%,91%,8,3,0,19%,58%,Yes,18,Decrease,2,25,69%,Decrease,2%,80%,Average,36%,Decrease,3%,54%,18%,Decrease,8%,39%,,,,,,,,,,,,,,,,
2220,Wallowa SD 12,1088,Wallowa Elementary School,Jay Hummel,Grade(s) K-6,E,Wallowa,86,*,1,24%,64%,98%,10,0,0,12%,80%,Yes,11,Decrease,2,25,92%,Increase,2%,80%,High,56%,Increase,11%,51%,46%,Increase,6%,42%,,,,,,,,,,,,,,,,
2220,Wallowa SD 12,1089,Wallowa High School,David Howe,Grade(s) 7-12,H,Wallowa,93,*,1,12%,47%,98%,8,<1,0,24%,75%,Yes,13,Increase,1,25,77%,Decrease,1%,80%,,,,,,,,,,80%,Decrease,>15%,85%,100%,Increase,12%,79%,100%,No Change,,85%,53%,Decrease,20%,62%
1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,Robbie Porter,Grade(s) K-8,E,Clatsop,744,7%,6,15%,72%,91%,41,30,1,20%,80%,Yes,23.5,Increase,2,25,84%,Decrease,2%,80%,Average,47%,Decrease,3%,52%,39%,Decrease,4%,41%,,,,,,,,,,,,,,,,
1936,Warrenton-Hammond SD 30,157,Warrenton High School,Rod Heyen,Grade(s) 9-12,H,Clatsop,268,7%,6,14%,56%,92%,14,4,0,15%,87%,Yes,18,Increase,2,25,70%,Decrease,6%,80%,,,,,,,,,,85%,Decrease,1%,85%,77%,Increase,1%,79%,81%,No Change,,85%,50%,Decrease,11%,62%
1922,West Linn-Wilsonville SD 3J,4773,Arts and Technology High School,Saskia Dresler,Grade(s) 9-12,H,Clackamas,90,*,2,38%,37%,93%,11,5,2,21%,75%,Yes,9,Decrease,1,25,27%,Increase,5%,80%,,,,,,,,,,,Unavailable,,85%,56%,No Change,,79%,82%,Increase,12%,85%,48%,Decrease,2%,62%
1922,West Linn-Wilsonville SD 3J,1287,Athey Creek Middle School,Joel Sebastian,Grade(s) 6-8,M,Clackamas,696,<5%,10,11%,11%,96%,31,6,0,8%,81%,Yes,26,Decrease,1,25,84%,Decrease,6%,80%,Average,71%,Decrease,5%,54%,56%,Decrease,6%,39%,,,,,,,,,,,,,,,,
1922,West Linn-Wilsonville SD 3J,1272,Boeckman Creek Primary School,Lindy Sproul,Grade(s) K-5,E,Clackamas,545,9%,16,15%,33%,90%,32,12,1,19%,79%,Yes,22.5,Decrease,1,25,82%,Decrease,1%,80%,High,63%,Increase,4%,51%,58%,Increase,6%,43%,,,,,,,,,,,,,,,,
1922,West Linn-Wilsonville SD 3J,3455,Bolton Primary School,Edgar Solares Vega,Grade(s) K-5,E,Clackamas,348,*,4,11%,13%,88%,20,6,1,11%,95%,Yes,22,No Change,,25,87%,Decrease,3%,80%,Average,75%,Decrease,5%,51%,60%,Decrease,9%,43%,,,,,,,,,,,,,,,,
1922,West Linn-Wilsonville SD 3J,3913,Boones Ferry Primary School,Michelle Jensen,Grade(s) K-5,E,Clackamas,623,13%,23,14%,37%,93%,38,14,1,18%,68%,Yes,22,Decrease,3,25,83%,Decrease,1%,80%,Average,60%,Decrease,2%,51%,49%,No Change,,43%,,,,,,,,,,,,,,,,
1922,West Linn-Wilsonville SD 3J,45,Cedaroak Park Primary School,Meg Leonard,Grade(s) K-5,E,Clackamas,287,*,7,17%,8%,93%,16,7,1,14%,78%,Yes,23,Increase,2,25,89%,Decrease,3%,80%,High,76%,Increase,5%,51%,66%,Increase,2%,43%,,,,,,,,,,,,,,,,
1922,West Linn-Wilsonville SD 3J,46,Inza R Wood Middle School,Mike Strande,Grade(s) 6-8,M,Clackamas,527,16%,14,16%,32%,96%,28,5,<1,18%,70%,No,24,Decrease,2,25,81%,Increase,1%,80%,Average,64%,Decrease,6%,54%,50%,Decrease,2%,39%,,,,,,,,,,,,,,,,
1922,West Linn-Wilsonville SD 3J,5056,Lowrie Primary School,Sarita Amaya,Grade(s) K-5,E,Clackamas,551,19%,19,11%,24%,94%,32,17,1,21%,85%,No,23.5,Increase,1,25,82%,No Change,,80%,Average,64%,Decrease,2%,51%,55%,Decrease,6%,43%,,,,,,,,,,,,,,,,
1922,West Linn-Wilsonville SD 3J,5377,Meridian Creek Middle School,Annikke Olson,Grade(s) 6-8,M,Clackamas,410,12%,17,17%,24%,93%,21,4,1,22%,96%,Yes,28,Increase,1,25,78%,Increase,3%,80%,Average,66%,Increase,7%,54%,44%,Increase,5%,39%,,,,,,,,,,,,,,,,
1922,West Linn-Wilsonville SD 3J,2787,Rosemont Ridge Middle School,Debi Briggs-Crispin,Grade(s) 6-8,M,Clackamas,731,<5%,13,12%,11%,93%,36,5,2,10%,82%,Yes,25,Decrease,1,25,85%,No Change,,80%,Average,75%,Decrease,1%,54%,67%,Decrease,1%,39%,,,,,,,,,,,,,,,,
1922,West Linn-Wilsonville SD 3J,47,Stafford Primary School,Sara McCarney,Grade(s) K-5,E,Clackamas,433,*,6,16%,10%,93%,21,9,1,17%,87%,Yes,23.5,Decrease,2,25,87%,Decrease,2%,80%,High,74%,Decrease,3%,51%,65%,Decrease,5%,43%,,,,,,,,,,,,,,,,
1922,West Linn-Wilsonville SD 3J,48,Sunset Primary School,Michelle Wilson,Grade(s) K-5,E,Clackamas,347,5%,11,12%,13%,89%,19,8,1,27%,71%,No,23,Decrease,1,25,92%,Increase,2%,80%,Average,78%,Decrease,2%,51%,73%,Decrease,9%,43%,,,,,,,,,,,,,,,,
1922,West Linn-Wilsonville SD 3J,3452,Three Rivers Charter School,Nic Chapin,Grade(s) 4-8,E,Clackamas,112,*,9,*,*,87%,6,2,0,26%,80%,No,23,Increase,2,25,>95%,No Change,,80%,High,91%,Decrease,1%,53%,95%,Increase,13%,40%,,,,,,,,,,,,,,,,
1922,West Linn-Wilsonville SD 3J,5057,Trillium Creek Primary School,Kate Donegan,Grade(s) K-5,E,Clackamas,582,*,10,11%,6%,91%,29,12,1,16%,93%,No,24.5,Increase,1,25,95%,No Change,,80%,Average,78%,Increase,1%,51%,69%,Decrease,6%,43%,,,,,,,,,,,,,,,,
1922,West Linn-Wilsonville SD 3J,51,West Linn High School,Gregory Neuman,Grade(s) 9-12,H,Clackamas,1808,<5%,28,8%,8%,95%,76,5,5,10%,91%,No,27,No Change,,25,79%,Increase,1%,80%,,,,,,,,,,91%,Decrease,1%,85%,98%,Increase,1%,79%,99%,Decrease,1%,85%,85%,Increase,3%,62%
1922,West Linn-Wilsonville SD 3J,1286,Willamette Primary School,Patrick Minor,Grade(s) K-5,E,Clackamas,525,<5%,5,14%,15%,95%,28,8,1,15%,93%,Yes,24,No Change,,25,94%,Decrease,1%,80%,Low,76%,Increase,3%,51%,67%,Increase,1%,43%,,,,,,,,,,,,,,,,
1922,West Linn-Wilsonville SD 3J,1323,Wilsonville High School,Kelly Schmidt,Grade(s) 9-12,H,Clackamas,1188,12%,19,10%,23%,95%,55,5,4,9%,89%,Yes,25,Decrease,2,25,76%,Decrease,1%,80%,,,,,,,,,,83%,Increase,4%,85%,95%,Decrease,1%,79%,99%,Increase,4%,85%,80%,Increase,1%,62%
2255,Willamina SD 30J,1224,Willamina Elementary School,Sarah Norwood,Grade(s) K-5,E,Yamhill,392,*,1,22%,>95%,90%,23,13,0,16%,64%,Yes,20,Decrease,2,25,83%,Increase,2%,80%,Average,29%,Increase,11%,51%,15%,Increase,1%,43%,,,,,,,,,,,,,,,,
2255,Willamina SD 30J,1226,Willamina High School,Tim France,Grade(s) 9-12,H,Yamhill,259,<5%,3,22%,>95%,93%,16,4,0,21%,80%,Yes,17,Increase,2,25,65%,Decrease,4%,80%,,,,,,,,,,83%,Increase,4%,85%,83%,Increase,14%,79%,85%,Increase,15%,85%,40%,Decrease,2%,62%
2255,Willamina SD 30J,1225,Willamina Middle School,Tim France,Grade(s) 6-8,M,Yamhill,196,*,2,20%,>95%,85%,10,5,0,39%,70%,Yes,20,Increase,2,25,80%,Increase,13%,80%,High,30%,Decrease,6%,54%,13%,Decrease,6%,39%,,,,,,,,,,,,,,,,
2002,Winston-Dillard SD 116,3624,Brockway Elementary School,Kerry Dwight,Grade(s) K-3,E,Douglas,361,*,3,19%,68%,91%,19,13,0,17%,84%,Yes,24,Increase,2,25,78%,Increase,4%,80%,*,27%,Decrease,1%,47%,19%,Decrease,13%,47%,,,,,,,,,,,,,,,,
2002,Winston-Dillard SD 116,5201,Dillard Alternative High School,Brenyl Swanson,Grade(s) 9-12,H,Douglas,39,*,1,*,59%,87%,1,<1,0,8%,100%,Yes,14,Decrease,6,25,*,Unavailable,,80%,,,,,,,,,,,Unavailable,,85%,11%,Decrease,13%,79%,35%,Increase,11%,85%,,Unavailable,,62%
